item_code,advt_no,details,link
1726,,CAVEAT SUCHANA FOR UNANI MEDICAL OFFICER-2022 (09-03-2022),/assets/pdf/Notifications/Caveat_Suchana_UMO_09032022.pdf
1725,,NOTIFICATION FOR INTERVIEW OF UNANI MEDICAL OFFICER-2022 (07-03-2022),/assets/pdf/Notifications/NOTI_INT_SCH_UMO_2022_07032022.pdf
1724,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -UNANI MEDICAL OFFICER-2022 ,/assets/pdf/Notifications/INT_SCH_UMO_2022_07032022.pdf
1723,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_UMO_2022_07032022.pdf
1722,,"CAVEAT SUCHANA FOR JUNIOR RESIDENT, SENIOR REGISTRAR, REGISTRAR-2021 & DEMONSTRATOR-2021 (03-03-2022)",/assets/pdf/Notifications/CAVEAT_SUCHANA_03032022.pdf
1721,,"EXAM SCHEDULE - ASSISTANT DIRECTOR HANDLOOM-2021, LAW OFFICER (HOME -JAIL DEPT)-2021, ASSISTANT REGISTRAR-2022, LAW OFFICER (CGPSC)-2022 (03-03-2022) ",/assets/pdf/Notifications/EXAM_SCH_ADH_LOH_AR_LOCGPSC_03032022.pdf
1720,,"NOTIFICATION FOR INTERVIEW OF JUNIOR RESIDENT, SENIOR REGISTRAR, REGISTRAR, DEMONSTRATOR-2021 (28-02-2022)",/assets/pdf/Notifications/NOTI_INT_SCH_JR_SR_R_DEMO_2021_28022022.pdf
1719,,"INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -JUNIOR RESIDENT, SENIOR REGISTRAR, REGISTRAR, DEMONSTRATOR-2021 ",/assets/pdf/Notifications/INT_SCH_JR_SR_R_DEMO_2021_28022022.pdf
1718,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_JR_SR_R_DEMO_2021_28022022.pdf
1717,,NOTIFICATION - CG FOREST SERVICE (COMBINED) EXAM-2020 (26-02-2022),/assets/pdf/Notifications/NOTI_CGFSE_2020_26022022.pdf
1716,,CAVEAT SUCHANA FOR SENIOR RESIDENT-2021 (24-02-2022),/assets/pdf/Notifications/CAVEAT_SUCHANA_24022022.pdf
1715,,NOTIFICATION FOR INTERVIEW OF SENIOR RESIDENT-2021 (18-02-2022),/assets/pdf/Notifications/NOTI_INT_SCH_SR_RESIDENT_2021_18022022.pdf
1714,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -SENIOR RESIDENT-2021 ,/assets/pdf/Notifications/INT_SCH_SR_RESIDENT_2021_18022022.pdf
1713,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_SR_RESIDENT_2021_18022022.pdf
1712,,"EXAM SCHEDULE- ASSISTANT DIRECTOR, RESHAM-2021, SCIENTIFIC OFFICER (CHEMISTRY)-2021 AND ASSISTANT DIRECTOR (PLANNING, ECONOMICS & STATISTICS)-2021 (15-02-2022) ",/assets/pdf/Notifications/Exam_Sch_ADR_SOC_ADPES_15022022.pdf
1711,,EXAM SCHEDULE (TENTATIVE) - PRACHARYA VERG-1 AND PRACHARYA VERG-2 EXAM-2021 (15-02-2022) ,/assets/pdf/Notifications/Exam_Sch_PV1_PV2_15022022.pdf
1710,,"CAVEAT SUCHANA FOR DSP (RADIO)-2022, DENTAL SURGEON-2022, ASSISTANT PROFESSOR (MEDICAL EDUCATION DEPT.)-2022, ASSISTANT RESEARCH OFFICER-2022 (14-02-2022)",/assets/pdf/Notifications/CAVEAT_SUCHANA_14022022.pdf
1709,,NOTIFICATION- FEE REFUND IN STATE SERVICE EAXM-2020 (11-02-2022),/assets/pdf/Notifications/NOTI_FEE_REFUND_SSE2020_11022022.pdf
1708,,CAVEAT SUCHANA FOR MEDICAL SPECIALIST-2021 (10-02-2022),/assets/pdf/Notifications/CAVEAT_SUCHANA_10022022.pdf
1707,,NOTIFICATION FOR INTERVIEW OF MEDICAL SPECIALIST-2021 (09-02-2022),/assets/pdf/Notifications/NOTI_INT_MED_SPE_2021_09022022.pdf
1706,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -MEDICAL SPECIALIST-2021,/assets/pdf/Notifications/INT_SCH_MED_SPEC_2021_09022022.pdf
1705,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_MED_SPEC_2021_09022022.pdf
1704,,CAVEAT SUCHANA FOR VETERINARY ASSISTANT SURGEON-2021 & SAHAYAK JILA LOK ABHIYOJAN ADHIKARI EXAM -2021 (08-02-2022),/assets/pdf/Notifications/CAVEAT_SUCHANA_08022022.pdf
1703,,NOTIFICATION FOR SPECIAL EDIT IN ONLINE APPLICATION OF STATE SERVICE (PRELIMS) EXAM-2021 (04-02-2022),/assets/pdf/Notifications/Noti_SSPE_2021_SEdit_04022022.pdf
1702,,NOTIFICATION ABOUT ONLINE ADMIT CARD FOR STATE SERVICE (PRELIMS) EXAM-2021 (03-02-2022),/assets/pdf/Notifications/Noti_About_AC_SSPE_2021_03022022.pdf
1701,,NOTIFICATION FOR INTERVIEW OF VETERINARY ASSISTANT SURGEON EXAM- 2021 (02-02-2022),/assets/pdf/Notifications/NOTI_INT_VAS_2021_02022022.pdf
1700,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -VETERINARY ASSISTANT SURGEON EXAM- 2021 ,/assets/pdf/Notifications/INT_SCH_VAS_2021_02022022.pdf
1699,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_VAS_2021_02022022.pdf
1698,,NOTIFICATION FOR INTERVIEW OF SAHAYAK JILA LOK ABHIYOJAN ADHIKARI EXAM- 2021 (02-02-2022),/assets/pdf/Notifications/NOTI_INT_ADPPO_2021_02022022.pdf
1697,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -SAHAYAK JILA LOK ABHIYOJAN ADHIKARI EXAM- 2021,/assets/pdf/Notifications/INT_SCH_ADPPO_2021_02022022.pdf
1696,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_ADPPO_2021_02022022.pdf
1695,,CAVEAT SUCHANA FOR VARIOUS ADVERTISEMENTS OF YEAR 2021 & 2022 (02-02-2022),/assets/pdf/Notifications/Caveat_Notification_02022022.pdf
1694,,SHORT TENDER NOTICE FOR SAAF SAFAI WORK IN CGPSC OFFICE-2022 (28-01-2022) ,/assets/pdf/Notifications/Short_Tender_Notice_28012022.pdf
1693,,AMENDED NOTIFICATION ABOUT SUBSCRIBER FOR STATE SERVICE (PRELIMS) EXAM-2021 (22-01-2022),/assets/pdf/Notifications/AMEND_Noti_subs_SSPE_2021_22012022.pdf
1692,,POSTPONEMENT OF INTERVIEW OF MEDICAL SPECIALIST- 2021 (13-01-2022),/assets/pdf/Notifications/Postponement_Interview_Med_Spe_13012022.pdf
1691,,NOTIFICATION FOR INTERVIEW OF MEDICAL SPECIALIST- 2021 (10-01-2022),/assets/pdf/Notifications/NOTI_INT_MEDICAL_SPECIALIST_10012022.pdf
1690,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -MEDICAL SPECIALIST- 2021,/assets/pdf/Notifications/INT_SCH_MEDICAL_SPECIALIST_10012022.pdf
1689,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_MEDICAL_SPECIALIST_10012022.pdf
1688,,PRESS NOTIFICATION- CGPSC OFFICE TRANSFERRED FROM RAIPUR TO NAVA RAIPUR (23-12-2021),/assets/pdf/Notifications/CGPSC_Office_Transfer_23122021.pdf
1687,,NOTIFICATION - AGE LIMIT FOR CHHATTISGARH GOVERNMENT EMPLOYEE FOR STATE SERVICE EXAM-2021 (22-12-2021),/assets/pdf/Notifications/Noti_SSE_2021_Age_Limit_CG_Govt_Emp_22122021.pdf
1686,,ANNEXURE (23-12-2021),/assets/pdf/Notifications/ANNEXURE_SSE_2021_Age_Limit_CG_Govt_Emp_23122021.pdf
1685,,NOTIFICATION ABOUT ONLINE ADMIT CARD FOR SAHAYAK JILA LOK ABHIYOJAN ADHIKARI EXAM-2021 (6-12-2021),/assets/pdf/Notifications/Noti_AC_ADPPO_2021_06122021.pdf
1684,,NOTIFICATION ABOUT ONLINE ADMIT CARD FOR CG FOREST SERVICE (COMBINED) EXAM-2020 (26-11-2021),/assets/pdf/Notifications/Noti_About_AC_CGFSE_2020_26112021.pdf
1683,,NOTIFICATION ABOUT ONLINE ADMIT CARD FOR VETERINARY ASSISTANT SURGEON EXAM-2021 (17-11-2021),/assets/pdf/Notifications/Noti_About_AC_VAS_2021_17112021.pdf
1682,,NOTIFICATION- POSTPONEMENT OF STATE ENGINEERING SERVICE EXAMINATION-2021 (11-11-2021),/assets/pdf/Notifications/SES_2021_Exam_postponement_11112021.pdf
1681,,NOTIFICATION- FEE REFUND IN STATE SERVICE EAXM-2020 (23-10-2021),/assets/pdf/Notifications/NOTI_FEE_REFUND_SSE2020_23102021.pdf
1680,,EXAM SCHEDULE- CG FOREST SERVICE (COMBINED) EXAM-2020 (22-10-2021) ,/assets/pdf/Notifications/Exam_sch_CGFSE_2020_22102021.pdf
1679,,NOTIFICATION ABOUT INTERVIEW OF STATE SERVICE EXAM- 2020 (07-10-2021),/assets/pdf/Notifications/NOTI_INT_SCH_SSE2020_07102021.pdf
1678,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -STATE SERVICE EXAM- 2020,/assets/pdf/Notifications/INT_SCH_SSE2020_07102021.pdf
1677,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_SSE2020_07102021.pdf
1676,,EXAM SCHEDULE- STATE ENGINEERING SERVICE EXAM-2021 (05-10-2021) ,/assets/pdf/Notifications/Exam_Sch_SES_2021_05102021.pdf
1675,,EXAMINATION SCHEDULE (29-09-2021) ,/assets/pdf/Notifications/Exam_Sch_VAS_2021_29092021.pdf
1674,,NOTIFICATION-WRITTEN EXAM IN VETERINARY ASSISTANT SURGEON-2021 (27-09-2021),/assets/pdf/Notifications/WRITTEN_EXAM_VAS_2021_27092021.pdf
1673,,"NOTIFICATION ABOUT INTERVIEW OF REGISTRAR, DEPUTY REGISTRAR, ASTT REGISTRAR EXAM- 2020, ASTT. DIRECTOR JANSAMPARK-2021, REGISTRAR(COLLEGE) EXAM-2021 (20-09-2021) ",/assets/pdf/Notifications/NOTI_INT_RDRAR_ADJ_RC_20092021.pdf
1672,,"INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -REGISTRAR, DEPUTY REGISTRAR, ASTT REGISTRAR EXAM- 2020, ASTT. DIRECTOR JANSAMPARK-2021, REGISTRAR(COLLEGE) EXAM-2021 ",/assets/pdf/Notifications/DV_INT_SCH_RDRAR_ADJ_RC_20092021.pdf
1671,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_RDRAR_ADJ_RC_20092021.pdf
1670,,"NOTIFICATION ABOUT INTERVIEW OF REGISTRAR, DEPUTY REGISTRAR, ASTT. REGISTRAR-2020, ASSISTANT DIRECTOR JANSAMPARK-2021, REGISTRAR (COLLEGE) EXAM-2021 (18-09-2021)",/assets/pdf/Notifications/NOTI_RDRAR_ADJ_RC_18092021.pdf
1669,,AMENDED NOTIFICATION ABOUT INTERVIEW OF VETERINARY ASSISTANT SURGEON-2021 (20-09-2021) ,/assets/pdf/Notifications/AMENDED_NOTI_INT_VAS_2021_20092021.pdf
1668,,NOTIFICATION ABOUT INTERVIEW OF VETERINARY ASSISTANT SURGEON-2021 (18-09-2021) ,/assets/pdf/Notifications/NOTI_INT_VAS_2021_18092021.pdf
1667,,NOTIFICATION ABOUT DOCUMENT VERIFICATION SCHEDULE OF VETERINARY ASSISTANT SURGEON-2021 (17-09-2021) ,/assets/pdf/Notifications/Noti_VAS_DV_2021_17092021.pdf
1666,,DOCUMENT VERIFICATION SCHEDULE - VETERINARY ASSISTANT SURGEON-2021,/assets/pdf/Notifications/DV_SCH_VAS_2021_17092021.pdf
1665,, DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_VAS_2021_17092021.pdf
1664,,EXAM SCHEDULE- SAHAYAK JILA LOK ABHIYOJAN ADHIKARI EXAM-2021 (17-09-2021) ,/assets/pdf/Notifications/Exam_Sch_ADPPO_2021_17092021.pdf
1663,,NOTIFICATION- FEE REFUND IN STATE SERVICE EAXM-2020 (28-08-2021),/assets/pdf/Notifications/NOTI_FEE_REFUND_SSE2020_28082021.pdf
1662,,IMPORTANT NOTIFICATION- EDIT IN POST PREFERENCE [AGRAMANYATA] OF STATE SERVICE EXAM-2019 (23-08-2021),/assets/pdf/Notifications/Edit_Agramanyata_23082021.pdf
1661,,IMPORTANT NOTIFICATION-INTERVIEW OF STATE ENGINEERING SERVICE EXAM-2020 (17-08-2021),/assets/pdf/Notifications/IMPORTANT_NOTIFICATION_INT_SES_2020_17082021.pdf
1660,,"NOTIFICATION ABOUT ONLINE ADMIT CARD FOR REGISTRAR, DEPUTY REGISTRAR, ASSISTANT REGISTRAR-2020 / ASTT. DIRECTOR, JANSAMPARK (HINDI MEDIUM)-2021/REGISTRAR (COLLEGE)-2021 (16-08-2021)",/assets/pdf/Notifications/Noti_About_AC_RDRAR_ADJ_R_16082021.pdf
1659,,NOTIFICATION ABOUT INTERVIEW OF STATE SERVICE EXAM- 2019 (14-08-2021),/assets/pdf/Notifications/NOTI_INT_SCH_SSE2019_14082021.pdf
1658,,AMENDED INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -STATE SERVICE EXAM- 2019 ,/assets/pdf/Notifications/INT_SCH_SSE2019_14082021.pdf
1657,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_SSE2019_14082021.pdf
1656,,EXAM SCHEDULE- REGISTRAR (HIGHER EDUCATION DEPT) EXAM-2021 (09-08-2021) ,/assets/pdf/Notifications/Exam_Sch_Registrar_2021_09082021.pdf
1655,,SHORT TENDER NOTICE FOR PURCHASE OF STATIONERY MATERIAL-2021 (05-08-2021) ,/assets/pdf/Notifications/Short_Tender_Noti_Stationary_05082021.pdf
1654,,NOTIFICATION ABOUT INTERVIEW OF ASSISTANT PROFESSOR (MEDICAL EDUCATION DEPT.)- 2021 (03-08-2021),/assets/pdf/Notifications/NOTI_INT_SCH_AP_ME_2021_03082021.pdf
1653,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -ASSISTANT PROFESSOR (MEDICAL EDUCATION DEPT.)- 2021,/assets/pdf/Notifications/INT_SCH_AP_ME_2021_03082021.pdf
1652,, DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_AP_ME_2021_03082021.pdf
1651,,IMPORTANT NOTIFICATION & AMENDED INTERVIEW SCHEDULE OF CIVIL JUDGE EXAM-2020 (02-08-2021),/assets/pdf/Notifications/Amended_INT_SCH_CJ_2020_02082021.pdf
1650,,IMPORTANT NOTIFICATION-INTERVIEW OF CIVIL JUDGE EXAM-2020 (27-07-2021) ,/assets/pdf/Notifications/IMPORTANT_NOTI_INT_SCH_CJ_2020_27072021.pdf
1649,,NOTIFICATION ABOUT INTERVIEW OF CIVIL JUDGE EXAM-2020 (22-07-2021),/assets/pdf/Notifications/NOTI_INT_SCH_CJ_2020_22072021.pdf
1648,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE - CIVIL JUDGE EXAM-2020 ,/assets/pdf/Notifications/INT_SCH_CJ_2020_22072021.pdf
1647,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_CJ_2020_22072021.pdf
1646,,NOTIFICATION ABOUT INTERVIEW OF STATE ENGINEERING SERVICE EXAM-2020 (28-07-2021),/assets/pdf/Notifications/NOTI_INT_SCH_SES_2020_28072021.pdf
1645,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -STATE ENGINEERING SERVICE EXAM-2020,/assets/pdf/Notifications/INT_SCH_SES_2020_28072021.pdf
1644,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_SES_2020_28072021.pdf
1643,,NOTIFICATION - ASSISTANT PROFESSOR (ZOOLOGY) EXAM- 2019 FINAL RESULT (24-07-2021),/assets/pdf/Notifications/Noti_AP_2019_ZOOLOGY_24072021.pdf
1642,,NOTIFICATION FOR TENDER CANCELLATION OF PURCHASE OF STATIONERY MATERIAL (15-07-2021),/assets/pdf/Notifications/Noti_Tender_Cancelation_15072021.pdf
1641,,NOTIFICATION FOR INTERVIEW OF ASSISTANT PROFESSOR (BOTANY) EXAM-2019 AS PER ORDER OF HON'BLE HIGH COURT OF CHHATTISGARH (14-07-2021),/assets/pdf/Notifications/Noti_Intv_AP_2019_Botany_Court_Case_14072021.pdf
1640,,NOTIFICATION ABOUT SUBSCRIBER FOR STATE SERVICE (MAINS) EXAM-2020 (13-07-2021),/assets/pdf/Notifications/Noti_Subs_SSME_2020_13072021.pdf
1639,,"NOTIFICATION ABOUT INTERVIEW OF ASSISTANT PROFESSOR EXAM-2019 (ZOOLOGY, PHYSICS, ENGLISH, HISTORY) (07-07-2021)",/assets/pdf/Notifications/NOTI_INT_SCH_AP_2019_4_SUB_07072021.pdf
1638,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE - ASSISTANT PROFESSOR EXAM-2019 => ZOOLOGY ,/assets/pdf/Notifications/INT_SCH_AP_2019_ZOOLOGY_07072021.pdf
1637,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE - ASSISTANT PROFESSOR EXAM-2019 => PHYSICS ,/assets/pdf/Notifications/INT_SCH_AP_2019_PHYSICS_07072021.pdf
1636,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE - ASSISTANT PROFESSOR EXAM-2019 => ENGLISH ,/assets/pdf/Notifications/INT_SCH_AP_2019_ENGLISH_07072021.pdf
1635,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE - ASSISTANT PROFESSOR EXAM-2019 =>HISTORY ,/assets/pdf/Notifications/INT_SCH_AP_2019_HISTORY_07072021.pdf
1634,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_AP_2019_4_SUB_07072021.pdf
1633,,"EXAM SCHEDULE- REGISTRAR, DEPUTY REGISTRAR, ASSISTANT REGISTRAR -2020 & ASSISTANT DIRECTOR JANSAMPARK (HINDI MEDIUM)-2021 (06-07-2021)",/assets/pdf/Notifications/Exam_sch_RDRAR2021_ADJHE2021_06072021.pdf
1632,,NOTIFICATION ABOUT INTERVIEW OF ASSISTANT PROFESSOR EXAM-2019 (GEOGRAPHY) (05-07-2021),/assets/pdf/Notifications/NOTI_INT_SCH_AP_2019_GEOGRAPHY_05072021.pdf
1631,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE - ASSISTANT PROFESSOR EXAM-2019 (GEOGRAPHY) ,/assets/pdf/Notifications/INT_SCH_AP_2019_GEOGRAPHY_05072021.pdf
1630,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_AP_2019_GEOGRAPHY_05072021.pdf
1629,,AMENDED NOTIFICATION ABOUT INTERVIEW OF ASSISTANT PROFESSOR EXAM-2019 (BOTANY) (23-06-2021),/assets/pdf/Notifications/AMEND_Noti_AP2019Botany_23062021.pdf
1628,,NOTIFICATION ABOUT INTERVIEW OF ASSISTANT PROFESSOR EXAM-2019 (BOTANY) (24-06-2021),/assets/pdf/Notifications/Noti_INT_SCH_AP_2019_Botany_24062021.pdf
1627,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE - ASSISTANT PROFESSOR EXAM-2019 (BOTANY),/assets/pdf/Notifications/INT_SCH_AP_2019_Botany_24062021.pdf
1626,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_AP_2019_Botany_24062021.pdf
1625,,EXAM SCHEDULE- STATE SERVICE (MAINS) EXAM-2020 (18-06-2021),/assets/pdf/Notifications/Exam_Sch_SSME_2020_18062021.pdf
1624,,NOTIFICATION ABOUT INTERVIEW OF ASSISTANT PROFESSOR EXAM-2019 (COMMERCE) (07-06-2021),/assets/pdf/Notifications/NOTI_INT_SCH_AP_2019_COMM_07062021.pdf
1623,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE - ASSISTANT PROFESSOR EXAM-2019 (COMMERCE) ,/assets/pdf/Notifications/INT_SCH_AP_2019_COMM_07062021.pdf
1622,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_AP_2019_COMM_07062021.pdf
1621,,NOTIFICATION ABOUT INTERVIEW OF ASSISTANT PROFESSOR EXAM-2019 (CHEMISTRY) (04-06-2021),/assets/pdf/Notifications/NOTI_INT_SCH_AP_2019_CHEM_04062021.pdf
1620,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE - ASSISTANT PROFESSOR EXAM-2019 (CHEMISTRY),/assets/pdf/Notifications/INT_SCH_AP_2019_CHEM_04062021.pdf
1619,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_AP_2019_CHEM_04062021.pdf
1618,,NOTIFICATION ABOUT INTERVIEW OF ASSISTANT PROFESSOR EXAM-2019 (POLITICAL SCIENCE) (02-06-2021),/assets/pdf/Notifications/NOTI_INTV_AP_2019_POLI_SC_02062021.pdf
1617,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE - ASSISTANT PROFESSOR EXAM-2019 (POLITICAL SCIENCE),/assets/pdf/Notifications/INT_SCH_AP2019_POLI_SC_02062021.pdf
1616,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_AP2019_POLI_SC_02062021.pdf
1615,,"NOTIFICATION ABOUT INTERVIEW OF ASSISTANT PROFESSOR EXAM-2019 (INFORMATION TECHNOLOGY, COMPUTER SCIENCE, COMPUTER APPLICATION) (01-06-2021)",/assets/pdf/Notifications/NOTI_INTV_AP_2019_IT_CS_CA_01062021.pdf
1614,,"INTERVIEW & DOCUMENT VERIFICATION SCHEDULE - ASSISTANT PROFESSOR EXAM-2019 (INFORMATION TECHNOLOGY, COMPUTER SCIENCE, COMPUTER APPLICATION)",/assets/pdf/Notifications/INT_SCH_AP_2019_IT_CS_CA_01062021.pdf
1613,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_AP_2019_IT_CS_CA_01062021.pdf
1612,,SHORT TENDER NOTICE FOR PURCHASE OF STATIONERY MATERIAL-2021 (25-05-2021) ,/assets/pdf/Notifications/Short_Tender_Notice_Stationary_25052021.pdf
1611,,NOTIFICATION FOR STATE SERVICE (MAINS) EXAM-2020,/assets/pdf/Notifications/Noti_SSME_2020_06042021.pdf
1610,,EXAM SCHEDULE- STATE SERVICE (MAINS) EXAM-2020 (06-04-2021),/assets/pdf/Notifications/EXAM_SCH_SSME_2020_06042021.pdf
1609,,CORRIGENDUM (06-05-2021) ,/assets/pdf/Notifications/CORRIGENDUM_SSME_2020_06052021.pdf
1608,,POSTPONEMENT- STATE SERVICE (MAINS) EXAM-2020 (06-05-2021),/assets/pdf/Notifications/Postponement_SSME_2020_06052021.pdf
1607,,SUCHANA PATRA-CG FOREST SERVICE (COMBINED) EXAM-2020 (03-04-2021) ,/assets/pdf/Notifications/Suchana_Patra_forest2020_03042021.pdf
1606,,"NOTIFICATION FOR POSTPONEMENT OF INTERVIEW OF ASSISTANT PROFESSOR (INFORMATION TECHNOLOGY, COMPUTER SCIENCE, COMPUTER APPLICATION, POLITICAL SCIENCE, CHEMISTRY)-2019 (27-03-2021) ",/assets/pdf/Notifications/Interview_postpone_AP2019_27032021.pdf
1605,,NOTIFICATION ABOUT ADMIT CARD OF CIVIL JUDGE (MAINS) EXAM-2020 (15-03-2021),/assets/pdf/Notifications/Noti_About_AC_CJME_2020_15032021.pdf
1604,,NOTIFICATION ABOUT SUBSCRIBER FOR CIVIL JUDGE (MAINS) EXAM-2020 (15-03-2021),/assets/pdf/Notifications/Noti_Subs_CJME_2020_15032021.pdf
1603,,CAVEAT SUCHANA FOR STATE SERVICE EXAM-2020 (14-03-2021),/assets/pdf/Notifications/caveat_SSE2020_14032021.pdf
1602,,"NOTIFICATION ABOUT INTERVIEW OF ASSISTANT PROFESSOR EXAM-2019 (INFORMATION TECHNOLOGY, COMPUTER SCIENCE, COMPUTER APPLICATION, POLITICAL SCIENCE, CHEMISTRY) (06-03-2021)",/assets/pdf/Notifications/NOTI_DV_INTV_AP_2019_5SUB_06032021.pdf
1601,,"INTERVIEW & DOCUMENT VERIFICATION SCHEDULE - ASSISTANT PROFESSOR EXAM-2019 (INFORMATION TECHNOLOGY, COMPUTER SCIENCE, COMPUTER APPLICATION, POLITICAL SCIENCE, CHEMISTRY) ",/assets/pdf/Notifications/DV_INT_SCH_AP2019_5SUB_06032021.pdf
1600,, DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_AP_2019_5SUB_06032021.pdf
1599,,NOTIFICATION ABOUT SUBSCRIBER FOR STATE SERVICE (MAINS) EXAM-2019 (05-03-2021),/assets/pdf/Notifications/Noti_About_Subs_SSEMains_2019_05032021.pdf
1598,,NOTIFICATION ABOUT INTERVIEW OF ASSISTANT PROFESSOR EXAM-2019 (ECONOMICS) (26-02-2021),/assets/pdf/Notifications/NOTI_INT_SCH_AP_2019_ECONOMICS_26022021.pdf
1597,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE - ASSISTANT PROFESSOR EXAM-2019 (ECONOMICS) ,/assets/pdf/Notifications/DV_INT_SCH_AP_2019_ECONOMICS_26022021.pdf
1596,, DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_AP_2019_ECONOMICS_26022021.pdf
1595,,NOTIFICATION ABOUT INTERVIEW OF ASSISTANT PROFESSOR EXAM-2019 (2 SUBJECTS) (10-02-2021),/assets/pdf/Notifications/NOTI_DV_INT_SCH_AP_2019_2_SUBJECTS_10022021.pdf
1594,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE - ASSISTANT PROFESSOR EXAM-2019 (HOME SCIENCE & MATHEMATICS),/assets/pdf/Notifications/DV_INT_SCH_AP_2019_2_SUBJECTS_10022021.pdf
1593,, DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_AP_2019_2_SUBJECTS_10022021.pdf
1592,,NOTIFICATION ABOUT ADMIT CARD OF STATE SERVICE (PRELIMS) EXAM-2020 (06-02-2021),/assets/pdf/Notifications/NOTI_ABOUT_AC_SSPE_2020_06022021.pdf
1591,,NOTIFICATION ABOUT SUBSCRIBER OF STATE SERVICE (PRELIMS) EXAM-2020 (05-02-2021),/assets/pdf/Notifications/Noti_Subs_SSPE_2020_05022021.pdf
1590,,NOTIFICATION ABOUT INTERVIEW OF ASSISTANT PROFESSOR EXAM-2019 (2 SUBJECTS) (03-02-2021),/assets/pdf/Notifications/NOTI_DV_INT_SCH_AP_2019_2_SUBJECTS_03022021.pdf
